,ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency,info
1281,IE00BFYN8Y92,EMQQ Emerging Markets Internet and Ecommerce UCITS ETF - Acc,EMQQ,ETF,"0,86%",Accumulating,EUR,"Equity,EmergingMarkets,E-commerce"
1282,IE00BDDRF924,HAN-GINS Cloud Technology Equal Weight UCITS ETF - Acc,5XYE,ETF,"0,59%",Accumulating,EUR,"Equity,World,Technology,CloudTechnology"
1283,IE00BDDRF700,HAN-GINS Tech Megatrend Equal Weight UCITS ETF - Acc,T3KE,ETF,"0,59%",Accumulating,EUR,"Equity,World,Technology,Innovation"
1284,IE00BF4NQ904,HSBC MSCI China A UCITS ETF,H41K,ETF,"0,30%",Distributing,EUR,"Equity,China"
1285,IE00BDDRDY39,JPM USD Emerging Markets Sovereign Bond UCITS ETF - EUR Hedged (acc),JMBE,ETF,"0,39%",Accumulating,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
1286,IE00BFNM3P36,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),AYEM,ETF,"0,18%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental"
1287,IE00BFNM3N12,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),OM3Y,ETF,"0,18%",Distributing,EUR,"Equity,EmergingMarkets,Social/Environmental"
1288,IE00BFNM3B99,iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc),SLMA,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
1289,IE00BFNM3C07,iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist),SLMB,ETF,"0,12%",Distributing,EUR,"Equity,Europe,Social/Environmental"
1290,IE00BFNM3D14,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),SLMC,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
1291,IE00BFNM3F38,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),SLMD,ETF,"0,12%",Distributing,EUR,"Equity,Europe,Social/Environmental"
1292,IE00BFNM3L97,iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),SGAJ,ETF,"0,15%",Accumulating,EUR,"Equity,Japan,Social/Environmental"
1293,IE00BFNM3M05,iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),SODJ,ETF,"0,15%",Distributing,EUR,"Equity,Japan,Social/Environmental"
1294,IE00BFNM3G45,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),SGAS,ETF,"0,07%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
1295,IE00BFNM3H51,iShares MSCI USA ESG Screened UCITS ETF USD (Dist),SLUS,ETF,"0,07%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental"
1296,IE00BFNM3J75,iShares MSCI World ESG Screened UCITS ETF USD (Acc),SNAW,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental"
1297,IE00BFNM3K80,iShares MSCI World ESG Screened UCITS ETF USD (Dist),S6DW,ETF,"0,20%",Distributing,EUR,"Equity,World,Social/Environmental"
1298,LU1829218319,Lyxor Barclays Floating Rate Euro 0-7Y UCITS ETF - Acc,NK4L,ETF,"0,15%",Accumulating,EUR,"Bonds,World,Corporate,5-7"
1299,LU1812090543,Lyxor ESG Euro High Yield (DR) UCITS ETF,LYQY,ETF,"0,25%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
1300,LU1829218822,Lyxor ESG Euro Corporate Bond Ex Financials (DR) UCITS ETF - Acc,LYBF,ETF,"0,14%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
1301,LU1829219127,Amundi EUR Corporate Bond Climate Net Zero Ambition PAB UCITS ETF Acc,LYEB,ETF,"0,14%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
1302,LU1686830065,Amundi Euro Corp 0-1Y ESG - UCITS ETF DR (D),LCVB,ETF,"0,08%",Distributing,EUR,"Bonds,World,Corporate,0-3"
1303,LU1686830909,Lyxor iBoxx USD Liquid Emerging Markets Sovereign UCITS ETF - Dist,LYQS,ETF,"0,30%",Distributing,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
1304,DE000A0Q4R85,iShares MSCI Brazil UCITS ETF (DE) (Acc),4BRZ,ETF,"0,28%",Accumulating,USD,"Equity,Brazil"
1305,LU1861132840,Amundi STOXX Global Artificial Intelligence UCITS ETF (C),GOAI,ETF,"0,35%",Accumulating,EUR,"Equity,World,Technology,ArtificialIntelligence"
1306,IE00BYYW2V44,SPDR S&P 500 EUR Hdg UCITS ETF (Acc),SPPE,ETF,"0,12%",Accumulating,EUR,"Equity,UnitedStates"
1307,LU1861137484,Amundi Index MSCI Europe SRI PAB UCITS ETF DR (C),MIVB,ETF,"0,18%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
1308,LU1861136247,Amundi Index MSCI USA SRI PAB UCITS ETF DR (C),GNAR,ETF,"0,18%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
1309,LU1861134382,Amundi Index MSCI World SRI PAB UCITS ETF DR (C),XAMB,ETF,"0,18%",Accumulating,EUR,"Equity,World,Social/Environmental"
1310,IE00BG0J4841,iShares Digital Security UCITS ETF USD (Dist),IS4S,ETF,"0,40%",Distributing,EUR,"Equity,World,Technology,Cybersecurity"
1311,LU1829219390,Lyxor EURO STOXX Banks (DR) UCITS ETF - Acc,LYBK,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Financials"
1312,LU1829219556,Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 1-3Y (DR) UCITS ETF - Acc,LYS4,ETF,"0,17%",Accumulating,EUR,"Bonds,Europe,Government,0-3"
1313,LU1829219713,Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond 3-5Y (DR) UCITS ETF - Acc,LYS5,ETF,"0,17%",Accumulating,EUR,"Bonds,Europe,Government,3-5"
1314,LU1832418773,Lyxor FTSE EPRA/NAREIT Global Developed UCITS ETF - Dist (EUR),LMWE,ETF,"0,45%",Distributing,EUR,"RealEstate,World"
1315,LU1829220216,Lyxor MSCI All Country World UCITS ETF - Acc (EUR),LYY0,ETF,"0,45%",Accumulating,EUR,"Equity,World"
1316,IE00BFMKQ930,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 2C – EUR Hedged,XYLE,ETF,"0,30%",Accumulating,EUR,"Bonds,World,Corporate,3-5"
1317,LU1875395870,Xtrackers Nikkei 225 UCITS ETF 2D EUR Hedged,XDJE,ETF,"0,19%",Distributing,EUR,"Equity,Japan"
1318,IE00BGJWX091,Xtrackers S&P 500 UCITS ETF 1D EUR Hedged,XDPD,ETF,"0,20%",Distributing,EUR,"Equity,UnitedStates"
1319,LU1852211215,UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (USD) A-acc,MDBA,ETF,"0,18%",Accumulating,EUR,"Bonds,World,Government,Allmaturities"
1320,LU1852212965,UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (USD) A-dis,MDBU,ETF,"0,18%",Distributing,EUR,"Bonds,World,Government,Allmaturities"
1321,LU1407890620,Lyxor US Treasury 10+Y (DR) UCITS ETF - Dist,DJAD,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,10+"
1322,LU1407888053,Lyxor US Treasury 7-10Y (DR) UCITS ETF - Dist,LYX7,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
1323,LU1812091194,Amundi FTSE Epra Europe Real Estate - UCITS ETF (D),LEEU,ETF,"0,30%",Distributing,EUR,"RealEstate,Europe"
1324,LU1812092168,Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist,SELD,ETF,"0,30%",Distributing,EUR,"Equity,Europe,Dividend"
1325,LU1879532940,Lyxor Inverse USD 10Y Inflation Expectations UCITS ETF - Acc,UINE,ETF,"0,35%",Accumulating,EUR,"Bonds,UnitedStates,Government,7-10"
1326,NL0010731816,VanEck European Equal Weight UCITS ETF,V3ET,ETF,"0,40%",Distributing,EUR,"Equity,Europe,EqualWeighted"
1327,NL0009690239,VanEck Global Real Estate UCITS ETF,TRET,ETF,"0,25%",Distributing,EUR,"RealEstate,World"
1328,NL0009690247,VanEck iBoxx EUR Corporates UCITS ETF,TCBT,ETF,"0,15%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
1329,NL0010273801,VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,VIGB,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,3-5"
1330,NL0009690254,VanEck iBoxx EUR Sovereign Diversified 1-10 UCITS ETF,TGBT,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,7-10"
1331,NL0011683594,VanEck Morningstar Developed Markets Dividend Leaders UCITS ETF,VDIV,ETF,"0,38%",Distributing,EUR,"Equity,World,Dividend"
1332,NL0010408704,VanEck Sustainable World Equal Weight UCITS ETF,TSWE,ETF,"0,20%",Distributing,EUR,"Equity,World,EqualWeighted"
1333,IE00BG0SKF03,iShares Edge MSCI EM Value Factor UCITS ETF USD (Acc),5MVL,ETF,"0,40%",Accumulating,EUR,"Equity,EmergingMarkets,Value"
1334,IE00BGDPWV87,iShares Asia Property Yield UCITS ETF USD (Acc),AYEP,ETF,"0,59%",Accumulating,EUR,"RealEstate,AsiaPacific"
1335,IE00BGDQ0L74,iShares European Property Yield UCITS ETF EUR (Acc),IPRE,ETF,"0,40%",Accumulating,EUR,"RealEstate,Europe"
1336,IE00BG5QQ390,iShares USD Corp Bond 0-3yr ESG UCITS ETF EUR Hedged (Acc),IU0E,ETF,"0,17%",Accumulating,EUR,"Bonds,UnitedStates,Corporate,0-3"
1337,IE00BDVPNG13,WisdomTree Artificial Intelligence UCITS ETF – USD Acc,WTI2,ETF,"0,40%",Accumulating,EUR,"Equity,World,Technology,ArtificialIntelligence"
1338,IE00BFXR5W90,L&G Asia Pacific ex Japan Equity UCITS ETF USD Acc,ETLK,ETF,"0,10%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental"
1339,IE00BFXR5V83,L&G Europe ex UK Equity UCITS ETF EUR Acc,ETLN,ETF,"0,10%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
1340,IE00BFXR5S54,L&G Global Equity UCITS ETF USD Acc,ETLQ,ETF,"0,10%",Accumulating,EUR,"Equity,World,Social/Environmental"
1341,IE00BFXR5T61,L&G Japan Equity UCITS ETF USD Acc,ETLR,ETF,"0,10%",Accumulating,EUR,"Equity,Japan,Social/Environmental"
1342,IE00BFXR5Q31,L&G US Equity UCITS ETF USD Acc,ETLS,ETF,"0,05%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
1343,LU1829221024,Lyxor Nasdaq-100 UCITS ETF - Acc,LYMS,ETF,"0,22%",Accumulating,EUR,"Equity,UnitedStates,Technology"
1344,LU1834983477,Lyxor STOXX Europe 600 Banks UCITS ETF - Acc,LBNK,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Financials"
1345,LU1834983550,Lyxor STOXX Europe 600 Basic Resources UCITS ETF - Acc,LBRE,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,BasicMaterials"
1346,LU1834985845,Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Acc,LFOD,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,ConsumerStaples"
1347,LU1834986900,Lyxor STOXX Europe 600 Healthcare UCITS ETF - Acc,LHTC,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,HealthCare"
1348,LU1834988278,Lyxor STOXX Europe 600 Oil & Gas UCITS ETF - Acc,LOGS,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Energy"
1349,LU1834988518,Lyxor STOXX Europe 600 Technology UCITS ETF - Acc,LTUG,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Technology"
1350,LU1834988609,Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Acc,LTCM,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Telecommunication"
1351,LU1834988864,Lyxor STOXX Europe 600 Utilities UCITS ETF - Acc,LUTI,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Utilities"
1352,IE00BG0NY640,Invesco MSCI Europe ESG Leaders Catholic Principles UCITS ETF 1D,ICFP,ETF,"0,30%",Distributing,EUR,"Equity,Europe,Social/Environmental"
1353,LU1834983394,Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF - Acc,LAUT,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Automobile"
1354,LU1834983634,Lyxor STOXX Europe 600 Chemicals UCITS ETF - Acc,LCHM,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,BasicMaterials"
1355,LU1834983808,Lyxor STOXX Europe 600 Construction & Materials UCITS ETF - Acc,LCST,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Industrials"
1356,LU1834984798,Lyxor STOXX Europe 600 Financial Services UCITS ETF - Acc,LFIN,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Financials"
1357,LU1834987890,Lyxor STOXX Europe 600 Industrial Goods & Services UCITS ETF - Acc,LIGS,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Industrials"
1358,LU1834987973,Lyxor STOXX Europe 600 Insurance UCITS ETF - Acc,LIRU,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Insurance"
1359,LU1834988195,Lyxor STOXX Europe 600 Media UCITS ETF - Acc,LMDA,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Media"
1360,LU1834988351,Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF - Acc,LPHG,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,ConsumerStaples"
1361,LU1834988435,Lyxor STOXX Europe 600 Retail UCITS ETF - Acc,LRET,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Retail"
1362,LU1834988781,Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF - Acc,LTVL,ETF,"0,30%",Accumulating,EUR,"Equity,Europe,Travel&Leisure"
1363,IE00BGV5VN51,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,XAIX,ETF,"0,35%",Accumulating,EUR,"Equity,World,Technology,ArtificialIntelligence"
1364,IE00BGV5VR99,Xtrackers Future Mobility UCITS ETF 1C,XMOV,ETF,"0,35%",Accumulating,EUR,"Equity,World,Technology,FutureMobility"
1365,IE00BGV5VM45,Xtrackers S&P Europe ex UK UCITS ETF 1D,XUEK,ETF,"0,09%",Distributing,EUR,"Equity,Europe"
1366,IE00BHJYDV33,Invesco MDAX UCITS ETF,DEAM,ETF,"0,19%",Accumulating,EUR,"Equity,Germany,MidCap"
1367,IE00BGYWT403,Vanguard EUR Corporate Bond UCITS ETF - (EUR) Accumulating,VECA,ETF,"0,09%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
1368,IE00BH04GL39,Vanguard EUR Eurozone Government Bond UCITS ETF - (EUR) Accumulating,VGEA,ETF,"0,07%",Accumulating,EUR,"Bonds,Europe,Government,Allmaturities"
1369,LU1900068914,Lyxor MSCI China ESG Leaders Extra (DR) UCITS ETF - Acc,LCHI,ETF,"0,65%",Accumulating,EUR,"Equity,China,Social/Environmental"
1370,LU1829218749,Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF,LYTR,ETF,"0,35%",Accumulating,EUR,"Commodities,Broadmarket"
1371,LU1900067940,Lyxor Hong Kong (HSI) UCITS ETF - Dist,LHKG,ETF,"0,65%",Distributing,EUR,"Equity,HongKong"
1372,LU1900068161,Lyxor MSCI AC Asia Ex Japan UCITS ETF - Acc,LASI,ETF,"0,50%",Accumulating,EUR,"Equity,AsiaPacific"
1373,LU1900068328,Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF - Acc,LASP,ETF,"0,60%",Accumulating,EUR,"Equity,AsiaPacific"
1374,LU1900066975,Lyxor MSCI Korea UCITS ETF,LKOR,ETF,"0,45%",Accumulating,EUR,"Equity,SouthKorea"
1375,LU1900066033,Lyxor MSCI Semiconductor ESG Filtered UCITS ETF - Acc,LSMC,ETF,"0,45%",Accumulating,EUR,"Equity,World,Technology,Semiconductors"
1376,IE00BGR7L912,iShares USD Treasury Bond 0-1yr UCITS ETF USD (Dist),IBCC,ETF,"0,07%",Distributing,EUR,"Bonds,UnitedStates,Government,0-3"
1377,IE00BGL86Z12,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IEVD,ETF,"0,40%",Accumulating,EUR,"Equity,World,Technology,FutureMobility"
1378,LU1859444769,BNP Paribas Easy € Corp Bond SRI PAB UCITS ETF,ASRI,ETF,"0,20%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
1379,IE00BGDQ0T50,iShares MSCI EM SRI UCITS ETF USD (Dist),36B5,ETF,"0,25%",Distributing,EUR,"Equity,EmergingMarkets,Social/Environmental"
1380,IE00BGDPWW94,iShares MSCI Europe SRI UCITS ETF EUR (Dist),36B3,ETF,"0,20%",Distributing,EUR,"Equity,Europe,Social/Environmental"
1381,IE00BGDQ0V72,iShares MSCI Japan SRI UCITS ETF USD (Dist),36B4,ETF,"0,20%",Distributing,EUR,"Equity,Japan,Social/Environmental"
1382,IE00BZ173T46,iShares MSCI USA SRI UCITS ETF USD (Dist),36B6,ETF,"0,20%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental"
1383,IE00BYX2JD69,iShares MSCI World SRI UCITS ETF EUR (Acc),2B7K,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental"
1384,IE00BDZZTM54,iShares MSCI World SRI UCITS ETF USD (Dist),2B7J,ETF,"0,20%",Distributing,EUR,"Equity,World,Social/Environmental"
1385,IE00BGPP6473,iShares USD Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist),CBUE,ETF,"0,10%",Distributing,EUR,"Bonds,UnitedStates,Government,3-5"
1386,IE00BGPP6697,iShares USD Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IBB1,ETF,"0,10%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
1387,IE00BFY0GT14,SPDR MSCI World UCITS ETF,SPPW,ETF,"0,12%",Accumulating,EUR,"Equity,World"
1388,IE00BF2FNG46,Invesco US Treasury Bond 1-3 Year UCITS ETF Dist,TRD3,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,0-3"
1389,IE00BF2FNQ44,Invesco US Treasury Bond 3-7 Year UCITS ETF Dist,TRD7,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,5-7"
1390,IE00BF2FN646,Invesco US Treasury Bond 7-10 Year UCITS ETF Dist,TRDX,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
1391,IE00BF2GFH28,Invesco US Treasury Bond UCITS ETF Dist,TRDS,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,Allmaturities"
1392,LU1931975079,Amundi Prime Euro Corporates UCITS ETF DR - EUR (D),PR1C,ETF,"0,05%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
1393,LU1931975152,Amundi Prime Euro Govies UCITS ETF DR - EUR (D),PR1R,ETF,"0,05%",Distributing,EUR,"Bonds,Europe,Government,Allmaturities"
1394,LU1931974262,Amundi Prime Europe UCITS ETF DR - EUR (D),PR1E,ETF,"0,05%",Distributing,EUR,"Equity,Europe"
1395,LU1931974429,Amundi Prime Eurozone UCITS ETF DR - EUR (D),PR1Z,ETF,"0,05%",Distributing,EUR,"Equity,Europe"
1396,LU1931975236,Amundi Prime Global Govies UCITS ETF DR - EUR (D),PR1G,ETF,"0,05%",Distributing,EUR,"Bonds,World,Government,Allmaturities"
1397,LU1931974692,Amundi Prime Global UCITS ETF DR - USD (D),PR1W,ETF,"0,05%",Distributing,EUR,"Equity,World"
1398,LU1931974775,Amundi Prime Japan UCITS ETF DR - JPY (D),PR1J,ETF,"0,05%",Distributing,EUR,"Equity,Japan"
1399,LU1931975319,Amundi Prime US Treasury UCITS ETF DR - USD (D),PR1S,ETF,"0,05%",Distributing,EUR,"Bonds,UnitedStates,Government,Allmaturities"
1400,LU1931974858,Amundi Prime USA UCITS ETF DR - USD (D),PR1U,ETF,"0,05%",Distributing,EUR,"Equity,UnitedStates"
1401,IE00BZ048579,iShares USD Corp Bond 0-3yr ESG UCITS ETF USD (Dist),SNAV,ETF,"0,15%",Distributing,EUR,"Bonds,World,Corporate,0-3"
1402,IE00BDDRDW15,iShares J.P. Morgan ESG USD EM Bond UCITS ETF USD (Dist),36B1,ETF,"0,45%",Distributing,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
1403,IE00BGBN6P67,Invesco CoinShares Global Blockchain UCITS ETF Acc,BNXG,ETF,"0,65%",Accumulating,EUR,"Equity,World,Technology,Blockchain"
1404,LU1900066207,Lyxor MSCI Brazil UCITS ETF - Acc,LBRA,ETF,"0,65%",Accumulating,EUR,"Equity,Brazil"
1405,LU1900066462,Lyxor MSCI Eastern Europe ex Russia UCITS ETF - Acc,LEER,ETF,"0,50%",Accumulating,EUR,"Equity,EasternEurope"
1406,LU1900066629,Lyxor MSCI EM Latin America UCITS ETF - Acc,LLAM,ETF,"0,65%",Accumulating,EUR,"Equity,LatinAmerica"
1407,LU1900065811,Lyxor MSCI Indonesia UCITS ETF - Acc,LYXI,ETF,"0,45%",Accumulating,EUR,"Equity,Indonesia"
1408,LU1923627092,Lyxor MSCI Russia UCITS ETF - Acc,LRUS,ETF,"0,65%",Accumulating,EUR,"Equity,Russia"
1409,LU1900067601,Lyxor MSCI Turkey UCITS ETF - Acc,LTUR,ETF,"0,45%",Accumulating,EUR,"Equity,Turkey"
1410,IE00BF2FN869,Invesco US Treasury Bond 7-10 Year UCITS ETF - EUR Hdg Dist,TRDE,ETF,"0,10%",Distributing,EUR,"Bonds,UnitedStates,Government,7-10"
1411,LU1691909508,Lyxor Global Gender Equality (DR) UCITS ETF - Acc,VOOM,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental,GenderEquality"
1412,LU1841731745,Lyxor MSCI China UCITS ETF – Acc,L4K3,ETF,"0,29%",Accumulating,EUR,"Equity,China"
1413,IE00B8X9NY41,First Trust Eurozone AlphaDEX UCITS ETF,FTGE,ETF,"0,65%",Accumulating,EUR,"Equity,Europe,Multi-FactorStrategy"
1414,LU1861138961,Amundi Index MSCI Emerging Markets SRI PAB UCITS ETF DR (C),AMEI,ETF,"0,25%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental"
1415,IE00BJK9H860,JPM BetaBuilders US Equity UCITS ETF,BBUD,ETF,"0,04%",Distributing,EUR,"Equity,UnitedStates"
1416,IE00BJK9H753,JPM BetaBuilders US Equity UCITS ETF,BBUS,ETF,"0,04%",Accumulating,EUR,"Equity,UnitedStates"
1417,IE00BHXMHQ65,UBS ETF (IE) S&P 500 ESG UCITS ETF (hedged to EUR) A-acc,S5SG,ETF,"0,17%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
1418,IE00BHXMHK04,UBS ETF (IE) S&P 500 ESG UCITS ETF (USD) A-dis,S5SD,ETF,"0,12%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental"
1419,LU1806495575,Amundi Index US CORP SRI UCITS ETF DR - USD (C),UCRP,ETF,"0,14%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
1420,IE00BHZPJ015,iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Acc),EDM4,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
1421,IE00BHZPJ783,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Acc),EDM6,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
1422,IE00BHZPJ452,iShares MSCI Japan ESG Enhanced UCITS ETF USD (Acc),EDMJ,ETF,"0,15%",Accumulating,EUR,"Equity,Japan,Social/Environmental"
1423,IE00BHZPJ908,iShares MSCI USA ESG Enhanced UCITS ETF USD (Acc),EDMU,ETF,"0,07%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
1424,IE00BHZPJ569,iShares MSCI World ESG Enhanced UCITS ETF USD (Acc),EDMW,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental"
1425,IE00BJSFQW37,iShares Global Corp Bond UCITS ETF EUR Hedged (Dist),36B7,ETF,"0,25%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
1426,IE00BJSFR200,iShares Global High Yield Corp Bond UCITS ETF EUR Hedged (Dist),HYLE,ETF,"0,55%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
1427,IE00BJ5JPH63,iShares J.P. Morgan USD EM Bond UCITS ETF EUR Hedged (Acc),3SUD,ETF,"0,50%",Accumulating,EUR,"Bonds,EmergingMarkets,Government,Allmaturities"
1428,IE00BJQTJ848,HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Acc,W311,ETF,"0,59%",Accumulating,EUR,"Equity,World,HealthCare,Innovation"
1429,IE00BYYR0489,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc),IUSS,ETF,"0,60%",Accumulating,EUR,"Equity,SaudiArabia"
1430,IE00BJ5JPJ87,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist),IUSW,ETF,"0,60%",Distributing,EUR,"Equity,SaudiArabia"
1431,LU1852211991,UBS ETF (LU) Sustainable Development Bank Bonds UCITS ETF (hedged to EUR) A-acc,MDBE,ETF,"0,23%",Accumulating,EUR,"Bonds,World,Government,Allmaturities"
1432,IE00BJK9HD13,JPM BetaBuilders EUR Govt Bond UCITS ETF,BBEG,ETF,"0,10%",Accumulating,EUR,"Bonds,Europe,Government,Allmaturities"
1433,IE00BJK9HH50,JPM BetaBuilders US Treasury Bond UCITS ETF,BBTR,ETF,"0,10%",Accumulating,EUR,"Bonds,UnitedStates,Government,Allmaturities"
1434,IE00BHZPHZ28,iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Dist),EMNE,ETF,"0,12%",Distributing,EUR,"Equity,Europe,Social/Environmental"
1435,IE00BHZPJ676,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Dist),EMNU,ETF,"0,12%",Distributing,EUR,"Equity,Europe,Social/Environmental"
1436,IE00BHZPJ346,iShares MSCI Japan ESG Enhanced UCITS ETF USD (Dist),EMNJ,ETF,"0,15%",Distributing,EUR,"Equity,Japan,Social/Environmental"
1437,IE00BHZPJ890,iShares MSCI USA ESG Enhanced UCITS ETF USD (Dist),OM3L,ETF,"0,07%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental"
1438,IE00BG11HV38,iShares MSCI World ESG Enhanced UCITS ETF USD (Dist),EMND,ETF,"0,20%",Distributing,EUR,"Equity,World,Social/Environmental"
1439,FR0011720911,Lyxor MSCI China A (DR) UCITS ETF - Acc,CNAA,ETF,"0,35%",Accumulating,EUR,"Equity,China"
1440,IE00BYXYX521,Invesco Bloomberg Commodity ex-Agriculture UCITS ETF Acc,XAAG,ETF,"0,19%",Accumulating,EUR,"Commodities,Broadmarket"
1441,IE00BPRCH686,Invesco JPX-Nikkei 400 UCITS ETF Acc,SMLN,ETF,"0,19%",Accumulating,EUR,"Equity,Japan"
1442,IE00B94ZB998,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Acc,SMLP,ETF,"0,50%",Accumulating,EUR,"Equity,UnitedStates,Energy,MLP"
1443,IE00B8CJW150,Invesco Morningstar US Energy Infrastructure MLP UCITS ETF Dist,SMLD,ETF,"0,50%",Distributing,EUR,"Equity,UnitedStates,Energy,MLP"
1444,IE00BYX5K108,Invesco MSCI Europe ex-UK UCITS ETF Acc,MXUK,ETF,"0,20%",Accumulating,EUR,"Equity,Europe"
1445,IE00BYML9W36,Invesco S&P 500 UCITS ETF Dist,D500,ETF,"0,05%",Distributing,EUR,"Equity,UnitedStates"
